Cst_Cnt,Btl_Cnt,Sta_ID,Depth_ID,Depthm,T_degC,Salnty,O2ml_L,STheta,O2Sat,Oxy_µmol/Kg,BtlNum,RecInd,T_prec,T_qual,S_prec,S_qual,P_qual,O_qual,SThtaq,O2Satq,ChlorA,Chlqua,Phaeop,Phaqua,PO4uM,PO4q,SiO3uM,SiO3qu,NO2uM,NO2q,NO3uM,NO3q,NH3uM,NH3q,C14As1,C14A1p,C14A1q,C14As2,C14A2p,C14A2q,DarkAs,DarkAp,DarkAq,MeanAs,MeanAp,MeanAq,IncTim,LightP,R_Depth,R_TEMP,R_POTEMP,R_SALINITY,R_SIGMA,R_SVA,R_DYNHT,R_O2,R_O2Sat,R_SIO3,R_PO4,R_NO3,R_NO2,R_NH4,R_CHLA,R_PHAEO,R_PRES,R_SAMP,DIC1,DIC2,TA1,TA2,pH2,pH1,DIC Quality Comment,TALK_interpolated
45,1368,102.0 074.0,19-4903NS-HY-065-0136-10200740-0500A-7,500.0,6.19,34.178,,26.885,,,,7,2.0,,3.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,500.0,6.19,6.15,34.178,26.88,122.9,0.95,,,,,,,,,,503,,,,,,,,,2408.99
45,1369,102.0 074.0,19-4903NS-HY-065-0136-10200740-0600A-7,600.0,5.68,34.269,,27.021,,,,7,2.0,,3.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,600.0,5.68,5.63,34.269,27.02,110.8,1.07,,,,,,,,,,604,,,,,,,,,2414.5449999999996
45,1370,102.0 074.0,19-4903NS-HY-065-0136-10200740-0621A-3,621.0,5.6,34.29,,27.048,,,,3,2.0,,2.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,621.0,5.6,5.55,34.29,27.04,108.5,1.09,,,,,,,,,,625,,,,,,,,,2415.45
45,1371,102.0 074.0,19-4903NS-HY-065-0136-10200740-0700A-7,700.0,5.22,34.316,,27.114,,,,7,2.0,,3.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,700.0,5.22,5.16,34.316,27.11,102.6,1.18,,,,,,,,,,705,,,,,,,,,2419.38
45,1372,102.0 074.0,19-4903NS-HY-065-0136-10200740-0800A-7,800.0,4.74,34.353,,27.199,,,,7,2.0,,3.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,800.0,4.74,4.68,34.353,27.19,94.9,1.28,,,,,,,,,,806,,,,,,,,,2424.365
45,1373,102.0 074.0,19-4903NS-HY-065-0136-10200740-0900A-7,900.0,4.26,34.392,,27.283,,,,7,2.0,,3.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,900.0,4.26,4.19,34.392,27.28,87.2,1.37,,,,,,,,,,907,,,,,,,,,2429.36
45,1374,102.0 074.0,19-4903NS-HY-065-0136-10200740-0919A-3,919.0,4.17,34.4,,27.299,,,,3,2.0,,2.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,919.0,4.17,4.1,34.4,27.29,85.7,1.38,,,,,,,,,,926,,,,,,,,,2430.3
46,1375,102.0 064.0,19-4903NS-HY-065-0800-10200640-0000B-3,0.0,13.8,33.48,,25.055,,,,3,2.0,,2.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,0.0,13.8,13.8,33.48,25.05,289.6,0.0,,,,,,,,,,0,,,,,,,,,
46,1376,102.0 064.0,19-4903NS-HY-065-0800-10200640-0009A-3,9.0,13.81,33.46,,25.037,,,,3,2.0,,2.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,9.0,13.81,13.81,33.46,25.03,291.5,0.02,,,,,,,,,,9,,,,,,,,,
46,1377,102.0 064.0,19-4903NS-HY-065-0800-10200640-0010A-7,10.0,13.78,33.46,,25.044,,,,7,2.0,,3.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,10.0,13.78,13.78,33.46,25.04,290.9,0.02,,,,,,,,,,10,,,,,,,,,
46,1378,102.0 064.0,19-4903NS-HY-065-0800-10200640-0020A-7,20.0,13.43,33.468,,25.121,,,,7,2.0,,3.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,20.0,13.43,13.43,33.468,25.12,283.8,0.05,,,,,,,,,,20,,,,,,,,,
46,1379,102.0 064.0,19-4903NS-HY-065-0800-10200640-0026A-3,26.0,13.19,33.48,,25.179,,,,3,2.0,,2.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,26.0,13.19,13.19,33.48,25.17,278.5,0.07,,,,,,,,,,26,,,,,,,,,
46,1380,102.0 064.0,19-4903NS-HY-065-0800-10200640-0030A-7,30.0,13.16,33.484,,25.188,,,,7,2.0,,3.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,30.0,13.16,13.16,33.484,25.18,277.7,0.08,,,,,,,,,,30,,,,,,,,,
46,1381,102.0 064.0,19-4903NS-HY-065-0800-10200640-0049A-3,49.0,13.03,33.51,,25.235,,,,3,2.0,,2.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,49.0,13.03,13.02,33.51,25.23,273.8,0.13,,,,,,,,,,49,,,,,,,,,
46,1382,102.0 064.0,19-4903NS-HY-065-0800-10200640-0050A-7,50.0,12.95,33.501,,25.244,,,,7,2.0,,3.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,50.0,12.95,12.94,33.501,25.24,273.0,0.14,,,,,,,,,,50,,,,,,,,,
46,1383,102.0 064.0,19-4903NS-HY-065-0800-10200640-0075A-3,75.0,10.84,33.35,,25.521,,,,3,2.0,,2.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,75.0,10.84,10.83,33.35,25.52,246.9,0.2,,,,,,,,,,75,,,,,,,,,
46,1384,102.0 064.0,19-4903NS-HY-065-0800-10200640-0100A-7,100.0,9.95,33.549,,25.83,,,,7,2.0,,3.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,100.0,9.95,9.94,33.549,25.83,218.0,0.26,,,,,,,,,,100,,,,,,,,,
46,1385,102.0 064.0,19-4903NS-HY-065-0800-10200640-0102A-3,102.0,9.91,33.57,,25.853,,,,3,2.0,,2.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,102.0,9.91,9.9,33.57,25.85,215.9,0.26,,,,,,,,,,102,,,,,,,,,
46,1386,102.0 064.0,19-4903NS-HY-065-0800-10200640-0125A-7,125.0,9.39,33.685,,26.029,,,,7,2.0,,3.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,125.0,9.39,9.38,33.685,26.02,199.5,0.31,,,,,,,,,,126,,,,,,,,,
46,1387,102.0 064.0,19-4903NS-HY-065-0800-10200640-0150A-7,150.0,8.97,33.775,,26.167,,,,7,2.0,,3.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,150.0,8.97,8.95,33.775,26.16,186.8,0.36,,,,,,,,,,151,,,,,,,,,
46,1388,102.0 064.0,19-4903NS-HY-065-0800-10200640-0152A-3,152.0,8.94,33.78,,26.175,,,,3,2.0,,2.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,152.0,8.94,8.92,33.78,26.17,186.1,0.36,,,,,,,,,,153,,,,,,,,,
46,1389,102.0 064.0,19-4903NS-HY-065-0800-10200640-0200A-7,200.0,8.16,33.947,,26.426,,,,7,2.0,,3.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,200.0,8.16,8.14,33.947,26.42,162.9,0.45,,,,,,,,,,201,,,,,,,,,2388.135
46,1390,102.0 064.0,19-4903NS-HY-065-0800-10200640-0201A-3,201.0,8.15,33.95,,26.43,,,,3,2.0,,2.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,201.0,8.15,8.13,33.95,26.43,162.5,0.45,,,,,,,,,,202,,,,,,,,,2388.25
46,1391,102.0 064.0,19-4903NS-HY-065-0800-10200640-0250A-7,250.0,7.91,34.074,,26.564,,,,7,2.0,,3.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,250.0,7.91,7.88,34.074,26.56,150.7,0.53,,,,,,,,,,251,,,,,,,,,2391.27
46,1392,102.0 064.0,19-4903NS-HY-065-0800-10200640-0300A-7,300.0,7.76,34.138,,26.637,,,,7,2.0,,3.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,300.0,7.76,7.73,34.138,26.63,144.6,0.6,,,,,,,,,,302,,,,,,,,,2393.09
46,1393,102.0 064.0,19-4903NS-HY-065-0800-10200640-0304A-3,304.0,7.75,34.14,,26.64,,,,3,2.0,,2.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,304.0,7.75,7.72,34.14,26.64,144.4,0.61,,,,,,,,,,306,,,,,,,,,2393.2
46,1394,102.0 064.0,19-4903NS-HY-065-0800-10200640-0400A-7,400.0,6.48,34.058,,26.751,,,,7,2.0,,3.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,400.0,6.48,6.44,34.058,26.75,134.3,0.74,,,,,,,,,,403,,,,,,,,,2405.49
46,1395,102.0 064.0,19-4903NS-HY-065-0800-10200640-0407A-3,407.0,6.38,34.05,,26.758,,,,3,2.0,,2.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,407.0,6.38,6.34,34.05,26.75,133.7,0.75,,,,,,,,,,410,,,,,,,,,2406.45
46,1396,102.0 064.0,19-4903NS-HY-065-0800-10200640-0500A-7,500.0,5.61,34.072,,26.873,,,,7,2.0,,3.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,500.0,5.61,5.57,34.072,26.87,123.3,0.87,,,,,,,,,,503,,,,,,,,,2414.26
46,1397,102.0 064.0,19-4903NS-HY-065-0800-10200640-0600A-7,600.0,5.07,34.148,,26.997,,,,7,2.0,,3.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,600.0,5.07,5.02,34.148,26.99,112.1,0.99,,,,,,,,,,604,,,,,,,,,2420.04
46,1398,102.0 064.0,19-4903NS-HY-065-0800-10200640-0612A-3,612.0,5.02,34.16,,27.013,,,,3,2.0,,2.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,612.0,5.02,4.97,34.16,27.01,110.7,1.0,,,,,,,,,,616,,,,,,,,,2420.6000000000004
46,1399,102.0 064.0,19-4903NS-HY-065-0800-10200640-0700A-7,700.0,4.7,34.266,,27.134,,,,7,2.0,,3.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,700.0,4.7,4.64,34.266,27.13,99.9,1.09,,,,,,,,,,705,,,,,,,,,2424.33
46,1400,102.0 064.0,19-4903NS-HY-065-0800-10200640-0800A-7,800.0,4.4,34.378,,27.256,,,,7,2.0,,3.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,800.0,4.4,4.34,34.378,27.25,89.0,1.19,,,,,,,,,,806,,,,,,,,,2427.89
46,1401,102.0 064.0,19-4903NS-HY-065-0800-10200640-0900A-7,900.0,4.19,34.481,,27.361,,,,7,2.0,,3.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,900.0,4.19,4.12,34.481,27.36,79.7,1.27,,,,,,,,,,907,,,,,,,,,2430.505
46,1402,102.0 064.0,19-4903NS-HY-065-0800-10200640-0909A-3,909.0,4.18,34.49,,27.369,,,,3,2.0,,2.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,909.0,4.18,4.11,34.49,27.36,79.0,1.28,,,,,,,,,,916,,,,,,,,,2430.6499999999996
46,1403,102.0 064.0,19-4903NS-HY-065-0800-10200640-1000A-7,1000.0,3.96,34.478,,27.383,,,,7,2.0,,3.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1000.0,3.96,3.88,34.478,27.38,78.1,1.35,,,,,,,,,,1008,,,,,,,,,2356.232
46,1404,102.0 064.0,19-4903NS-HY-065-0800-10200640-1100A-7,1100.0,3.71,34.466,,27.399,,,,7,2.0,,3.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1100.0,3.71,3.63,34.466,27.39,76.8,1.43,,,,,,,,,,1109,,,,,,,,,2358.184
46,1405,102.0 064.0,19-4903NS-HY-065-0800-10200640-1200A-7,1200.0,3.46,34.456,,27.416,,,,7,2.0,,3.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1200.0,3.46,3.37,34.456,27.41,75.3,1.5,,,,,,,,,,1210,,,,,,,,,2360.1440000000002
46,1406,102.0 064.0,19-4903NS-HY-065-0800-10200640-1253A-3,1253.0,3.33,34.45,,27.424,,,,3,2.0,,2.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1253.0,3.33,3.24,34.45,27.42,74.6,1.54,,,,,,,,,,1264,,,,,,,,,2361.1600000000003
47,1407,102.0 054.0,19-4903NS-HY-065-1430-10200540-0000B-3,0.0,14.5,33.46,,24.893,,,,3,1.0,,2.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,0.0,14.5,14.5,33.46,24.89,305.0,0.0,,,,,,,,,,0,,,,,,,,,
47,1408,102.0 054.0,19-4903NS-HY-065-1430-10200540-0008A-3,8.0,14.51,33.62,,25.014,,,,3,2.0,,2.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,8.0,14.51,14.51,33.62,25.01,293.6,0.02,,,,,,,,,,8,,,,,,,,,
47,1409,102.0 054.0,19-4903NS-HY-065-1430-10200540-0010A-7,10.0,14.5,33.622,,25.018,,,,7,2.0,,3.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,10.0,14.5,14.5,33.622,25.01,293.3,0.03,,,,,,,,,,10,,,,,,,,,
47,1410,102.0 054.0,19-4903NS-HY-065-1430-10200540-0020A-7,20.0,14.46,33.635,,25.037,,,,7,2.0,,3.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,20.0,14.46,14.46,33.635,25.03,291.8,0.05,,,,,,,,,,20,,,,,,,,,
47,1411,102.0 054.0,19-4903NS-HY-065-1430-10200540-0024A-3,24.0,14.44,33.64,,25.045,,,,3,2.0,,2.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,24.0,14.44,14.44,33.64,25.04,291.2,0.07,,,,,,,,,,24,,,,,,,,,
47,1412,102.0 054.0,19-4903NS-HY-065-1430-10200540-0030A-7,30.0,14.36,33.665,,25.082,,,,7,2.0,,3.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,30.0,14.36,14.36,33.665,25.08,287.9,0.08,,,,,,,,,,30,,,,,,,,,
47,1413,102.0 054.0,19-4903NS-HY-065-1430-10200540-0045A-3,45.0,14.08,33.71,,25.176,,,,3,2.0,,2.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,45.0,14.08,14.07,33.71,25.17,279.4,0.13,,,,,,,,,,45,,,,,,,,,
47,1414,102.0 054.0,19-4903NS-HY-065-1430-10200540-0050A-7,50.0,14.0,33.698,,25.183,,,,7,2.0,,3.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,50.0,14.0,13.99,33.698,25.18,278.8,0.14,,,,,,,,,,50,,,,,,,,,
47,1415,102.0 054.0,19-4903NS-HY-065-1430-10200540-0069A-3,69.0,13.45,33.6,,25.221,,,,3,2.0,,2.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,69.0,13.45,13.44,33.6,25.22,275.7,0.19,,,,,,,,,,69,,,,,,,,,
47,1416,102.0 054.0,19-4903NS-HY-065-1430-10200540-0075A-7,75.0,13.05,33.548,,25.261,,,,7,2.0,,3.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,75.0,13.05,13.04,33.548,25.26,272.0,0.21,,,,,,,,,,75,,,,,,,,,
47,1417,102.0 054.0,19-4903NS-HY-065-1430-10200540-0093A-3,93.0,11.69,33.44,,25.438,,,,3,2.0,,2.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,93.0,11.69,11.68,33.44,25.43,255.4,0.26,,,,,,,,,,93,,,,,,,,,
47,1418,102.0 054.0,19-4903NS-HY-065-1430-10200540-0100A-7,100.0,11.22,33.49,,25.563,,,,7,2.0,,3.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,100.0,11.22,11.21,33.49,25.56,243.6,0.27,,,,,,,,,,100,,,,,,,,,
47,1419,102.0 054.0,19-4903NS-HY-065-1430-10200540-0125A-7,125.0,9.85,33.722,,25.982,,,,7,2.0,,3.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,125.0,9.85,9.84,33.722,25.98,204.1,0.33,,,,,,,,,,126,,,,,,,,,
47,1420,102.0 054.0,19-4903NS-HY-065-1430-10200540-0138A-3,138.0,9.32,33.87,,26.185,,,,3,2.0,,2.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,138.0,9.32,9.3,33.87,26.18,185.0,0.36,,,,,,,,,,139,,,,,,,,,
47,1421,102.0 054.0,19-4903NS-HY-065-1430-10200540-0150A-7,150.0,9.09,33.837,,26.196,,,,7,2.0,,3.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,150.0,9.09,9.07,33.837,26.19,184.1,0.38,,,,,,,,,,151,,,,,,,,,
47,1422,102.0 054.0,19-4903NS-HY-065-1430-10200540-0183A-3,183.0,8.8,33.82,,26.229,,,,3,2.0,,2.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,183.0,8.8,8.78,33.82,26.22,181.5,0.44,,,,,,,,,,184,,,,,,,,,
47,1423,102.0 054.0,19-4903NS-HY-065-1430-10200540-0200A-7,200.0,8.63,33.873,,26.297,,,,7,2.0,,3.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,200.0,8.63,8.61,33.873,26.29,175.3,0.47,,,,,,,,,,201,,,,,,,,,2383.0649999999996
47,1424,102.0 054.0,19-4903NS-HY-065-1430-10200540-0250A-7,250.0,8.15,34.061,,26.518,,,,7,2.0,,3.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,250.0,8.15,8.12,34.061,26.51,155.1,0.55,,,,,,,,,,251,,,,,,,,,2388.805
47,1425,102.0 054.0,19-4903NS-HY-065-1430-10200540-0277A-3,277.0,7.9,34.18,,26.649,,,,3,2.0,,2.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,277.0,7.9,7.87,34.18,26.64,143.1,0.59,,,,,,,,,,279,,,,,,,,,2391.9
47,1426,102.0 054.0,19-4903NS-HY-065-1430-10200540-0300A-7,300.0,7.64,34.206,,26.708,,,,7,2.0,,3.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,300.0,7.64,7.61,34.206,26.7,137.8,0.62,,,,,,,,,,302,,,,,,,,,2394.63
47,1427,102.0 054.0,19-4903NS-HY-065-1430-10200540-0371A-3,371.0,6.89,34.23,,26.832,,,,3,2.0,,2.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,371.0,6.89,6.86,34.23,26.83,126.7,0.72,,,,,,,,,,373,,,,,,,,,2402.25
47,1428,102.0 054.0,19-4903NS-HY-065-1430-10200540-0400A-7,400.0,6.67,34.244,,26.873,,,,7,2.0,,3.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,400.0,6.67,6.63,34.244,26.87,123.0,0.75,,,,,,,,,,403,,,,,,,,,2404.52
47,1429,102.0 054.0,19-4903NS-HY-065-1430-10200540-0500A-7,500.0,6.04,34.289,,26.992,,,,7,2.0,,3.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,500.0,6.04,6.0,34.289,26.99,112.7,0.87,,,,,,,,,,503,,,,,,,,,2411.045
47,1430,102.0 054.0,19-4903NS-HY-065-1430-10200540-0558A-3,558.0,5.77,34.31,,27.042,,,,3,2.0,,2.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,558.0,5.77,5.72,34.31,27.04,108.4,0.94,,,,,,,,,,562,,,,,,,,,2413.8500000000004
47,1431,102.0 054.0,19-4903NS-HY-065-1430-10200540-0600A-7,600.0,5.56,34.322,,27.078,,,,7,2.0,,3.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,600.0,5.56,5.51,34.322,27.07,105.3,0.98,,,,,,,,,,604,,,,,,,,,2416.01
47,1432,102.0 054.0,19-4903NS-HY-065-1430-10200540-0700A-7,700.0,5.1,34.349,,27.154,,,,7,2.0,,3.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,700.0,5.1,5.04,34.349,27.15,98.6,1.08,,,,,,,,,,705,,,,,,,,,2420.745
47,1433,102.0 054.0,19-4903NS-HY-065-1430-10200540-0800A-7,800.0,4.7,34.373,,27.219,,,,7,2.0,,3.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,800.0,4.7,4.64,34.373,27.21,93.0,1.18,,,,,,,,,,806,,,,,,,,,2424.865
47,1434,102.0 054.0,19-4903NS-HY-065-1430-10200540-0831A-3,831.0,4.59,34.38,,27.237,,,,3,2.0,,2.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,831.0,4.59,4.52,34.38,27.23,91.4,1.21,,,,,,,,,,837,,,,,,,,,2426.0
47,1435,102.0 054.0,19-4903NS-HY-065-1430-10200540-0900A-7,900.0,4.38,34.4,,27.276,,,,7,2.0,,3.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,900.0,4.38,4.31,34.4,27.27,88.0,1.27,,,,,,,,,,907,,,,,,,,,2428.2
47,1436,102.0 054.0,19-4903NS-HY-065-1430-10200540-1000A-7,1000.0,4.07,34.431,,27.334,,,,7,2.0,,3.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1000.0,4.07,3.99,34.431,27.33,82.9,1.35,,,,,,,,,,1008,,,,,,,,,2355.164
47,1437,102.0 054.0,19-4903NS-HY-065-1430-10200540-1100A-7,1100.0,3.76,34.463,,27.392,,,,7,2.0,,3.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1100.0,3.76,3.68,34.463,27.39,77.6,1.43,,,,,,,,,,1109,,,,,,,,,2357.772
47,1438,102.0 054.0,19-4903NS-HY-065-1430-10200540-1152A-3,1152.0,3.6,34.48,,27.422,,,,3,2.0,,2.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1152.0,3.6,3.51,34.48,27.42,74.9,1.47,,,,,,,,,,1162,,,,,,,,,2359.12
48,1439,101.0 044.0,19-4903NS-HY-065-2100-10100440-0000B-3,0.0,14.7,33.53,,24.904,,,,3,2.0,,2.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,0.0,14.7,14.7,33.53,24.9,303.9,0.0,,,,,,,,,,0,,,,,,,,,
48,1440,101.0 044.0,19-4903NS-HY-065-2100-10100440-0009A-3,9.0,14.59,33.62,,24.997,,,,3,2.0,,2.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,9.0,14.59,14.59,33.62,24.99,295.3,0.02,,,,,,,,,,9,,,,,,,,,
48,1441,101.0 044.0,19-4903NS-HY-065-2100-10100440-0010A-7,10.0,14.58,33.618,,24.998,,,,7,2.0,,3.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,10.0,14.58,14.58,33.618,24.99,295.3,0.03,,,,,,,,,,10,,,,,,,,,
48,1442,101.0 044.0,19-4903NS-HY-065-2100-10100440-0020A-7,20.0,14.52,33.597,,24.995,,,,7,2.0,,3.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,20.0,14.52,14.52,33.597,24.99,295.8,0.05,,,,,,,,,,20,,,,,,,,,
48,1443,101.0 044.0,19-4903NS-HY-065-2100-10100440-0026A-3,26.0,14.46,33.58,,24.995,,,,3,2.0,,2.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,26.0,14.46,14.46,33.58,24.99,296.0,0.07,,,,,,,,,,26,,,,,,,,,
48,1444,101.0 044.0,19-4903NS-HY-065-2100-10100440-0030A-7,30.0,14.37,33.564,,25.002,,,,7,2.0,,3.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,30.0,14.37,14.37,33.564,25.0,295.5,0.08,,,,,,,,,,30,,,,,,,,,
48,1445,101.0 044.0,19-4903NS-HY-065-2100-10100440-0048A-3,48.0,13.87,33.51,,25.065,,,,3,2.0,,2.0,,9,9.0,,9.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,48.0,13.87,13.86,33.51,25.06,290.0,0.14,,,,,,,,,,48,,,,,,,,,
